"","X1","Unnamed: 0","datetime","date","hour","season","holiday","open","rent_count","temperature","humidity","wind_speed","visibility","dewpoint_temp","solar_radiation","rainfall","snowfall","month","week","day_of_month","day_of_year","day_of_week","dayName_of_week","month_name","season_no"
"150",149,150,2017-12-07 05:00:00,2017-12-07,5,"Winter","No Holiday","Yes",83,1.5,92,1.1,1750,0.3,0,0,9,12,49,7,341,3,"Thursday","Dec",4
"151",150,151,2017-12-07 06:00:00,2017-12-07,6,"Winter","No Holiday","Yes",137,1,93,0.5,1480,0,0,0,9,12,49,7,341,3,"Thursday","Dec",4
"152",151,152,2017-12-07 07:00:00,2017-12-07,7,"Winter","No Holiday","Yes",367,0.3,93,0.5,1730,-0.7,0,0,9,12,49,7,341,3,"Thursday","Dec",4
"153",152,153,2017-12-07 08:00:00,2017-12-07,8,"Winter","No Holiday","Yes",754,-0.2,96,0.8,1730,-0.7,0.01,0,8,12,49,7,341,3,"Thursday","Dec",4
"154",153,154,2017-12-07 09:00:00,2017-12-07,9,"Winter","No Holiday","Yes",415,0.1,91,0.8,2650,-1.1,0.14,0,8,12,49,7,341,3,"Thursday","Dec",4
"155",154,155,2017-12-07 10:00:00,2017-12-07,10,"Winter","No Holiday","Yes",321,1.1,83,0.7,3110,-1.4,0.41,0,7,12,49,7,341,3,"Thursday","Dec",4
"156",155,156,2017-12-07 11:00:00,2017-12-07,11,"Winter","No Holiday","Yes",333,2.3,69,1.7,6280,-2.8,0.63,0,6,12,49,7,341,3,"Thursday","Dec",4
"157",156,157,2017-12-07 12:00:00,2017-12-07,12,"Winter","No Holiday","Yes",431,3.7,65,2.4,8330,-2.2,0.98,0,3,12,49,7,341,3,"Thursday","Dec",4
"158",157,158,2017-12-07 13:00:00,2017-12-07,13,"Winter","No Holiday","Yes",394,4.1,37,3.1,17670,-9.3,1.14,0,0,12,49,7,341,3,"Thursday","Dec",4
"159",158,159,2017-12-07 14:00:00,2017-12-07,14,"Winter","No Holiday","Yes",390,4.4,36,2.7,19750,-9.4,1.04,0,0,12,49,7,341,3,"Thursday","Dec",4
"160",159,160,2017-12-07 15:00:00,2017-12-07,15,"Winter","No Holiday","Yes",430,4,35,3.1,19620,-10.1,0.84,0,0,12,49,7,341,3,"Thursday","Dec",4
"161",160,161,2017-12-07 16:00:00,2017-12-07,16,"Winter","No Holiday","Yes",471,3.2,38,2.9,18170,-9.7,0.51,0,0,12,49,7,341,3,"Thursday","Dec",4
"162",161,162,2017-12-07 17:00:00,2017-12-07,17,"Winter","No Holiday","Yes",552,2.1,50,2,14340,-7.2,0.15,0,0,12,49,7,341,3,"Thursday","Dec",4
"163",162,163,2017-12-07 18:00:00,2017-12-07,18,"Winter","No Holiday","Yes",795,0.7,46,2.7,15580,-9.6,0,0,0,12,49,7,341,3,"Thursday","Dec",4
"164",163,164,2017-12-07 19:00:00,2017-12-07,19,"Winter","No Holiday","Yes",507,-0.4,47,2.5,12690,-10.3,0,0,0,12,49,7,341,3,"Thursday","Dec",4
"165",164,165,2017-12-07 20:00:00,2017-12-07,20,"Winter","No Holiday","Yes",390,-1.4,47,2.5,16200,-11.2,0,0,0,12,49,7,341,3,"Thursday","Dec",4
"166",165,166,2017-12-07 21:00:00,2017-12-07,21,"Winter","No Holiday","Yes",402,-2.2,46,2.2,19750,-12.2,0,0,0,12,49,7,341,3,"Thursday","Dec",4
"167",166,167,2017-12-07 22:00:00,2017-12-07,22,"Winter","No Holiday","Yes",389,-2.7,48,2.6,18440,-12.2,0,0,0,12,49,7,341,3,"Thursday","Dec",4
"168",167,168,2017-12-07 23:00:00,2017-12-07,23,"Winter","No Holiday","Yes",259,-3.2,50,2.1,18870,-12.1,0,0,0,12,49,7,341,3,"Thursday","Dec",4
"169",168,169,2017-12-08 00:00:00,2017-12-08,0,"Winter","No Holiday","Yes",233,-3.5,49,2.6,18930,-12.6,0,0,0,12,49,8,342,4,"Friday","Dec",4
"170",169,170,2017-12-08 01:00:00,2017-12-08,1,"Winter","No Holiday","Yes",230,-3.7,50,2.5,19020,-12.6,0,0,0,12,49,8,342,4,"Friday","Dec",4
"171",170,171,2017-12-08 02:00:00,2017-12-08,2,"Winter","No Holiday","Yes",131,-4.3,53,1,19180,-12.4,0,0,0,12,49,8,342,4,"Friday","Dec",4
"172",171,172,2017-12-08 03:00:00,2017-12-08,3,"Winter","No Holiday","Yes",99,-4.8,52,1.6,19780,-13.1,0,0,0,12,49,8,342,4,"Friday","Dec",4
"173",172,173,2017-12-08 04:00:00,2017-12-08,4,"Winter","No Holiday","Yes",71,-5.3,53,2.4,19360,-13.4,0,0,0,12,49,8,342,4,"Friday","Dec",4
"174",173,174,2017-12-08 05:00:00,2017-12-08,5,"Winter","No Holiday","Yes",84,-5.8,56,2,19410,-13.1,0,0,0,12,49,8,342,4,"Friday","Dec",4
"175",174,175,2017-12-08 06:00:00,2017-12-08,6,"Winter","No Holiday","Yes",158,-6,56,3.5,18530,-13.3,0,0,0,12,49,8,342,4,"Friday","Dec",4
"176",175,176,2017-12-08 07:00:00,2017-12-08,7,"Winter","No Holiday","Yes",387,-6.5,57,0.8,17760,-13.6,0,0,0,12,49,8,342,4,"Friday","Dec",4
"177",176,177,2017-12-08 08:00:00,2017-12-08,8,"Winter","No Holiday","Yes",780,-7,59,0.8,15590,-13.6,0.01,0,0,12,49,8,342,4,"Friday","Dec",4
"178",177,178,2017-12-08 09:00:00,2017-12-08,9,"Winter","No Holiday","Yes",395,-6.7,50,0.9,14920,-15.4,0.23,0,0,12,49,8,342,4,"Friday","Dec",4
"179",178,179,2017-12-08 10:00:00,2017-12-08,10,"Winter","No Holiday","Yes",261,-5.3,44,2.8,15160,-15.6,0.63,0,0,12,49,8,342,4,"Friday","Dec",4
"180",179,180,2017-12-08 11:00:00,2017-12-08,11,"Winter","No Holiday","Yes",310,-3.7,39,1.4,15950,-15.6,0.93,0,0,12,49,8,342,4,"Friday","Dec",4
"181",180,181,2017-12-08 12:00:00,2017-12-08,12,"Winter","No Holiday","Yes",355,-2,30,1.4,17280,-17.3,1.14,0,0,12,49,8,342,4,"Friday","Dec",4
"182",181,182,2017-12-08 13:00:00,2017-12-08,13,"Winter","No Holiday","Yes",354,-1.7,28,1.8,19630,-17.8,1.22,0,0,12,49,8,342,4,"Friday","Dec",4
"183",182,183,2017-12-08 14:00:00,2017-12-08,14,"Winter","No Holiday","Yes",350,-1.3,27,3.1,19060,-17.9,1.12,0,0,12,49,8,342,4,"Friday","Dec",4
"184",183,184,2017-12-08 15:00:00,2017-12-08,15,"Winter","No Holiday","Yes",362,-0.8,26,3.3,19770,-17.9,0.87,0,0,12,49,8,342,4,"Friday","Dec",4
"185",184,185,2017-12-08 16:00:00,2017-12-08,16,"Winter","No Holiday","Yes",401,-1.1,24,3.4,20000,-19.1,0.56,0,0,12,49,8,342,4,"Friday","Dec",4
"186",185,186,2017-12-08 17:00:00,2017-12-08,17,"Winter","No Holiday","Yes",500,-2.4,30,2.7,20000,-17.6,0.18,0,0,12,49,8,342,4,"Friday","Dec",4
"187",186,187,2017-12-08 18:00:00,2017-12-08,18,"Winter","No Holiday","Yes",752,-3.1,33,1.2,20000,-17.1,0,0,0,12,49,8,342,4,"Friday","Dec",4
"188",187,188,2017-12-08 19:00:00,2017-12-08,19,"Winter","No Holiday","Yes",477,-3.3,35,1.1,20000,-16.6,0,0,0,12,49,8,342,4,"Friday","Dec",4
"189",188,189,2017-12-08 20:00:00,2017-12-08,20,"Winter","No Holiday","Yes",384,-3.3,34,1.5,20000,-16.9,0,0,0,12,49,8,342,4,"Friday","Dec",4
"190",189,190,2017-12-08 21:00:00,2017-12-08,21,"Winter","No Holiday","Yes",336,-3.3,35,0.5,20000,-16.6,0,0,0,12,49,8,342,4,"Friday","Dec",4
"191",190,191,2017-12-08 22:00:00,2017-12-08,22,"Winter","No Holiday","Yes",347,-3.4,39,1.2,20000,-15.4,0,0,0,12,49,8,342,4,"Friday","Dec",4
"192",191,192,2017-12-08 23:00:00,2017-12-08,23,"Winter","No Holiday","Yes",275,-3.5,43,0.9,20000,-14.3,0,0,0,12,49,8,342,4,"Friday","Dec",4
"193",192,193,2017-12-09 00:00:00,2017-12-09,0,"Winter","No Holiday","Yes",267,-3.5,48,0.9,19670,-12.9,0,0,0,12,49,9,343,5,"Saturday","Dec",4
"194",193,194,2017-12-09 01:00:00,2017-12-09,1,"Winter","No Holiday","Yes",296,-4.1,49,0.6,20000,-13.2,0,0,0,12,49,9,343,5,"Saturday","Dec",4
"195",194,195,2017-12-09 02:00:00,2017-12-09,2,"Winter","No Holiday","Yes",237,-4.7,50,0.7,19830,-13.5,0,0,0,12,49,9,343,5,"Saturday","Dec",4
"196",195,196,2017-12-09 03:00:00,2017-12-09,3,"Winter","No Holiday","Yes",169,-4.3,47,0.6,19920,-13.9,0,0,0,12,49,9,343,5,"Saturday","Dec",4
"197",196,197,2017-12-09 04:00:00,2017-12-09,4,"Winter","No Holiday","Yes",96,-4.3,49,0.7,20000,-13.4,0,0,0,12,49,9,343,5,"Saturday","Dec",4
"198",197,198,2017-12-09 05:00:00,2017-12-09,5,"Winter","No Holiday","Yes",56,-4.7,49,0.8,19990,-13.8,0,0,0,12,49,9,343,5,"Saturday","Dec",4
"199",198,199,2017-12-09 06:00:00,2017-12-09,6,"Winter","No Holiday","Yes",76,-5.1,53,0.9,19750,-13.2,0,0,0,12,49,9,343,5,"Saturday","Dec",4
"200",199,200,2017-12-09 07:00:00,2017-12-09,7,"Winter","No Holiday","Yes",127,-5.5,56,0.8,19500,-12.9,0,0,0,12,49,9,343,5,"Saturday","Dec",4
"201",200,201,2017-12-09 08:00:00,2017-12-09,8,"Winter","No Holiday","Yes",222,-5.4,56,0.7,19400,-12.8,0.01,0,0,12,49,9,343,5,"Saturday","Dec",4
"202",201,202,2017-12-09 09:00:00,2017-12-09,9,"Winter","No Holiday","Yes",291,-4.7,48,1,17840,-14,0.23,0,0,12,49,9,343,5,"Saturday","Dec",4
"203",202,203,2017-12-09 10:00:00,2017-12-09,10,"Winter","No Holiday","Yes",273,-2.2,42,1.3,16460,-13.4,0.61,0,0,12,49,9,343,5,"Saturday","Dec",4
"204",203,204,2017-12-09 11:00:00,2017-12-09,11,"Winter","No Holiday","Yes",351,0,45,1.1,15000,-10.5,0.89,0,0,12,49,9,343,5,"Saturday","Dec",4
"205",204,205,2017-12-09 12:00:00,2017-12-09,12,"Winter","No Holiday","Yes",427,2.4,40,0.8,18090,-9.8,1.05,0,0,12,49,9,343,5,"Saturday","Dec",4
"206",205,206,2017-12-09 13:00:00,2017-12-09,13,"Winter","No Holiday","Yes",431,3.9,36,2,17020,-9.8,1.13,0,0,12,49,9,343,5,"Saturday","Dec",4
"207",206,207,2017-12-09 14:00:00,2017-12-09,14,"Winter","No Holiday","Yes",486,4.7,32,2.2,19480,-10.6,1.06,0,0,12,49,9,343,5,"Saturday","Dec",4
"208",207,208,2017-12-09 15:00:00,2017-12-09,15,"Winter","No Holiday","Yes",569,5.2,30,2,19630,-11,0.84,0,0,12,49,9,343,5,"Saturday","Dec",4
"209",208,209,2017-12-09 16:00:00,2017-12-09,16,"Winter","No Holiday","Yes",546,4.4,33,1.6,19630,-10.5,0.4,0,0,12,49,9,343,5,"Saturday","Dec",4
"210",209,210,2017-12-09 17:00:00,2017-12-09,17,"Winter","No Holiday","Yes",481,3.5,37,1.8,19630,-9.8,0.1,0,0,12,49,9,343,5,"Saturday","Dec",4
"211",210,211,2017-12-09 18:00:00,2017-12-09,18,"Winter","No Holiday","Yes",384,2.5,41,1,19740,-9.4,0,0,0,12,49,9,343,5,"Saturday","Dec",4
"212",211,212,2017-12-09 19:00:00,2017-12-09,19,"Winter","No Holiday","Yes",275,1.5,48,0.4,18780,-8.3,0,0,0,12,49,9,343,5,"Saturday","Dec",4
"213",212,213,2017-12-09 20:00:00,2017-12-09,20,"Winter","No Holiday","Yes",298,0.8,51,1.4,18480,-8.2,0,0,0,12,49,9,343,5,"Saturday","Dec",4
"214",213,214,2017-12-09 21:00:00,2017-12-09,21,"Winter","No Holiday","Yes",321,-0.1,55,0.7,16540,-8,0,0,0,12,49,9,343,5,"Saturday","Dec",4
"215",214,215,2017-12-09 22:00:00,2017-12-09,22,"Winter","No Holiday","Yes",289,-0.5,55,0.6,16550,-8.4,0,0,0,12,49,9,343,5,"Saturday","Dec",4
"216",215,216,2017-12-09 23:00:00,2017-12-09,23,"Winter","No Holiday","Yes",265,-0.1,54,1.3,15700,-8.3,0,0,0,12,49,9,343,5,"Saturday","Dec",4
"217",216,217,2017-12-10 00:00:00,2017-12-10,0,"Winter","No Holiday","Yes",326,-0.2,55,1,16290,-8.1,0,0,0,12,49,10,344,6,"Sunday","Dec",4
"218",217,218,2017-12-10 01:00:00,2017-12-10,1,"Winter","No Holiday","Yes",280,-0.2,54,0.5,17470,-8.4,0,0,0,12,49,10,344,6,"Sunday","Dec",4
"219",218,219,2017-12-10 02:00:00,2017-12-10,2,"Winter","No Holiday","Yes",243,0.2,52,0.7,17260,-8.5,0,0,0,12,49,10,344,6,"Sunday","Dec",4
"220",219,220,2017-12-10 03:00:00,2017-12-10,3,"Winter","No Holiday","Yes",169,0.3,53,0.5,17480,-8.1,0,0,0,12,49,10,344,6,"Sunday","Dec",4
"221",220,221,2017-12-10 04:00:00,2017-12-10,4,"Winter","No Holiday","Yes",71,0.4,52,1.6,18160,-8.3,0,0,0,12,49,10,344,6,"Sunday","Dec",4
"222",221,222,2017-12-10 05:00:00,2017-12-10,5,"Winter","No Holiday","Yes",13,0.3,74,1,1780,-3.7,0,0,7,12,49,10,344,6,"Sunday","Dec",4
"223",222,223,2017-12-10 06:00:00,2017-12-10,6,"Winter","No Holiday","Yes",9,-0.5,90,0.9,910,-1.9,0,2.5,27,12,49,10,344,6,"Sunday","Dec",4
"224",223,224,2017-12-10 07:00:00,2017-12-10,7,"Winter","No Holiday","Yes",20,-0.4,92,1.1,1210,-1.5,0,0,40,12,49,10,344,6,"Sunday","Dec",4
"225",224,225,2017-12-10 08:00:00,2017-12-10,8,"Winter","No Holiday","Yes",35,-0.2,90,1.2,3780,-1.6,0,0,41,12,49,10,344,6,"Sunday","Dec",4
"226",225,226,2017-12-10 09:00:00,2017-12-10,9,"Winter","No Holiday","Yes",31,0.2,90,1,3050,-1.2,0,1.6,43,12,49,10,344,6,"Sunday","Dec",4
"227",226,227,2017-12-10 10:00:00,2017-12-10,10,"Winter","No Holiday","Yes",19,0.5,91,0.4,1430,-0.8,0,0,43,12,49,10,344,6,"Sunday","Dec",4
"228",227,228,2017-12-10 11:00:00,2017-12-10,11,"Winter","No Holiday","Yes",58,0.9,92,0.9,1370,-0.2,0.03,0,39,12,49,10,344,6,"Sunday","Dec",4
"229",228,229,2017-12-10 12:00:00,2017-12-10,12,"Winter","No Holiday","Yes",119,2.3,88,0.3,2450,0.5,0.28,0,31,12,49,10,344,6,"Sunday","Dec",4
"230",229,230,2017-12-10 13:00:00,2017-12-10,13,"Winter","No Holiday","Yes",182,3.3,87,1.1,2300,1.3,0.54,0,21,12,49,10,344,6,"Sunday","Dec",4
"231",230,231,2017-12-10 14:00:00,2017-12-10,14,"Winter","No Holiday","Yes",235,4.2,85,0.7,3250,1.8,0.65,0,14,12,49,10,344,6,"Sunday","Dec",4
"232",231,232,2017-12-10 15:00:00,2017-12-10,15,"Winter","No Holiday","Yes",180,6.7,63,4.5,7150,0.1,0.35,0,10,12,49,10,344,6,"Sunday","Dec",4
"233",232,233,2017-12-10 16:00:00,2017-12-10,16,"Winter","No Holiday","Yes",214,5.4,71,3.5,6220,0.5,0.2,0,5,12,49,10,344,6,"Sunday","Dec",4
"234",233,234,2017-12-10 17:00:00,2017-12-10,17,"Winter","No Holiday","Yes",226,3.6,65,4.3,10610,-2.3,0.03,0,4,12,49,10,344,6,"Sunday","Dec",4
"235",234,235,2017-12-10 18:00:00,2017-12-10,18,"Winter","No Holiday","Yes",210,2,61,3,20000,-4.7,0,0,0,12,49,10,344,6,"Sunday","Dec",4
"236",235,236,2017-12-10 19:00:00,2017-12-10,19,"Winter","No Holiday","Yes",181,1.6,53,4,20000,-6.9,0,0,0,12,49,10,344,6,"Sunday","Dec",4
"237",236,237,2017-12-10 20:00:00,2017-12-10,20,"Winter","No Holiday","Yes",165,0.6,57,3.9,19540,-6.9,0,0,0,12,49,10,344,6,"Sunday","Dec",4
"238",237,238,2017-12-10 21:00:00,2017-12-10,21,"Winter","No Holiday","Yes",167,0,59,3,18620,-7,0,0,0,12,49,10,344,6,"Sunday","Dec",4
"239",238,239,2017-12-10 22:00:00,2017-12-10,22,"Winter","No Holiday","Yes",152,-1,56,4.7,20000,-8.6,0,0,0,12,49,10,344,6,"Sunday","Dec",4
"240",239,240,2017-12-10 23:00:00,2017-12-10,23,"Winter","No Holiday","Yes",148,-1.4,43,4.3,20000,-12.3,0,0,0,12,49,10,344,6,"Sunday","Dec",4
"241",240,241,2017-12-11 00:00:00,2017-12-11,0,"Winter","No Holiday","Yes",125,-2.5,39,3.4,20000,-14.5,0,0,0,12,50,11,345,0,"Monday","Dec",4
"242",241,242,2017-12-11 01:00:00,2017-12-11,1,"Winter","No Holiday","Yes",111,-3.4,36,3.8,20000,-16.3,0,0,0,12,50,11,345,0,"Monday","Dec",4
"243",242,243,2017-12-11 02:00:00,2017-12-11,2,"Winter","No Holiday","Yes",67,-4.2,35,3.4,20000,-17.4,0,0,0,12,50,11,345,0,"Monday","Dec",4
"244",243,244,2017-12-11 03:00:00,2017-12-11,3,"Winter","No Holiday","Yes",45,-4.7,38,2.4,20000,-16.8,0,0,0,12,50,11,345,0,"Monday","Dec",4
"245",244,245,2017-12-11 04:00:00,2017-12-11,4,"Winter","No Holiday","Yes",44,-5.2,35,3.2,20000,-18.3,0,0,0,12,50,11,345,0,"Monday","Dec",4
"246",245,246,2017-12-11 05:00:00,2017-12-11,5,"Winter","No Holiday","Yes",86,-5.6,38,3.2,19740,-17.6,0,0,0,12,50,11,345,0,"Monday","Dec",4
"247",246,247,2017-12-11 06:00:00,2017-12-11,6,"Winter","No Holiday","Yes",136,-5.9,39,2.9,19790,-17.6,0,0,0,12,50,11,345,0,"Monday","Dec",4
"248",247,248,2017-12-11 07:00:00,2017-12-11,7,"Winter","No Holiday","Yes",325,-6,39,3.1,19960,-17.7,0,0,0,12,50,11,345,0,"Monday","Dec",4
"249",248,249,2017-12-11 08:00:00,2017-12-11,8,"Winter","No Holiday","Yes",653,-6,38,3.6,19940,-18,0.01,0,0,12,50,11,345,0,"Monday","Dec",4
"250",249,250,2017-12-11 09:00:00,2017-12-11,9,"Winter","No Holiday","Yes",326,-5.9,36,5.1,19410,-18.6,0.1,0,0,12,50,11,345,0,"Monday","Dec",4
"251",250,251,2017-12-11 10:00:00,2017-12-11,10,"Winter","No Holiday","Yes",212,-5.3,32,4.5,20000,-19.4,0.62,0,0,12,50,11,345,0,"Monday","Dec",4
"252",251,252,2017-12-11 11:00:00,2017-12-11,11,"Winter","No Holiday","Yes",226,-4.7,36,3.8,20000,-17.5,1,0,0,12,50,11,345,0,"Monday","Dec",4
"253",252,253,2017-12-11 12:00:00,2017-12-11,12,"Winter","No Holiday","Yes",247,-5.2,33,4.6,19730,-19,1.26,0,0,12,50,11,345,0,"Monday","Dec",4
"254",253,254,2017-12-11 13:00:00,2017-12-11,13,"Winter","No Holiday","Yes",241,-5.4,32,5.1,19860,-19.5,1.24,0,0,12,50,11,345,0,"Monday","Dec",4
"255",254,255,2017-12-11 14:00:00,2017-12-11,14,"Winter","No Holiday","Yes",253,-5.4,31,4.1,19450,-19.9,1.13,0,0,12,50,11,345,0,"Monday","Dec",4
"256",255,256,2017-12-11 15:00:00,2017-12-11,15,"Winter","No Holiday","Yes",269,-5.5,33,4.5,20000,-19.2,0.92,0,0,12,50,11,345,0,"Monday","Dec",4
"257",256,257,2017-12-11 16:00:00,2017-12-11,16,"Winter","No Holiday","Yes",277,-6,40,4,20000,-17.4,0.55,0,0,12,50,11,345,0,"Monday","Dec",4
"258",257,258,2017-12-11 17:00:00,2017-12-11,17,"Winter","No Holiday","Yes",361,-7.1,44,4.2,20000,-17.3,0.18,0,0,12,50,11,345,0,"Monday","Dec",4
"259",258,259,2017-12-11 18:00:00,2017-12-11,18,"Winter","No Holiday","Yes",557,-7.9,43,3.3,20000,-18.3,0,0,0,12,50,11,345,0,"Monday","Dec",4
"260",259,260,2017-12-11 19:00:00,2017-12-11,19,"Winter","No Holiday","Yes",371,-8.6,45,3.9,20000,-18.4,0,0,0,12,50,11,345,0,"Monday","Dec",4
"261",260,261,2017-12-11 20:00:00,2017-12-11,20,"Winter","No Holiday","Yes",254,-9.3,49,3.8,20000,-18,0,0,0,12,50,11,345,0,"Monday","Dec",4
"262",261,262,2017-12-11 21:00:00,2017-12-11,21,"Winter","No Holiday","Yes",266,-9.7,51,2.5,20000,-17.9,0,0,0,12,50,11,345,0,"Monday","Dec",4
"263",262,263,2017-12-11 22:00:00,2017-12-11,22,"Winter","No Holiday","Yes",222,-10.2,50,3,20000,-18.6,0,0,0,12,50,11,345,0,"Monday","Dec",4
"264",263,264,2017-12-11 23:00:00,2017-12-11,23,"Winter","No Holiday","Yes",174,-10.7,53,1.2,20000,-18.4,0,0,0,12,50,11,345,0,"Monday","Dec",4
"265",264,265,2017-12-12 00:00:00,2017-12-12,0,"Winter","No Holiday","Yes",133,-11,51,1.1,20000,-19.1,0,0,0,12,50,12,346,1,"Tuesday","Dec",4
"266",265,266,2017-12-12 01:00:00,2017-12-12,1,"Winter","No Holiday","Yes",127,-11.2,51,1.1,20000,-19.3,0,0,0,12,50,12,346,1,"Tuesday","Dec",4
"267",266,267,2017-12-12 02:00:00,2017-12-12,2,"Winter","No Holiday","Yes",95,-11.5,50,0.7,20000,-19.8,0,0,0,12,50,12,346,1,"Tuesday","Dec",4
"268",267,268,2017-12-12 03:00:00,2017-12-12,3,"Winter","No Holiday","Yes",54,-11.6,50,2.2,19950,-19.9,0,0,0,12,50,12,346,1,"Tuesday","Dec",4
"269",268,269,2017-12-12 04:00:00,2017-12-12,4,"Winter","No Holiday","Yes",46,-11.6,47,2.1,19820,-20.6,0,0,0,12,50,12,346,1,"Tuesday","Dec",4
"270",269,270,2017-12-12 05:00:00,2017-12-12,5,"Winter","No Holiday","Yes",65,-11.6,45,2.8,19510,-21.1,0,0,0,12,50,12,346,1,"Tuesday","Dec",4
"271",270,271,2017-12-12 06:00:00,2017-12-12,6,"Winter","No Holiday","Yes",104,-11.8,47,2.5,19730,-20.8,0,0,0,12,50,12,346,1,"Tuesday","Dec",4
"272",271,272,2017-12-12 07:00:00,2017-12-12,7,"Winter","No Holiday","Yes",280,-12.1,50,2.3,19290,-20.4,0,0,0,12,50,12,346,1,"Tuesday","Dec",4
"273",272,273,2017-12-12 08:00:00,2017-12-12,8,"Winter","No Holiday","Yes",580,-12.3,52,1.3,19140,-20.1,0,0,0,12,50,12,346,1,"Tuesday","Dec",4
"274",273,274,2017-12-12 09:00:00,2017-12-12,9,"Winter","No Holiday","Yes",275,-11.8,46,2.9,19560,-21.1,0.1,0,0,12,50,12,346,1,"Tuesday","Dec",4
"275",274,275,2017-12-12 10:00:00,2017-12-12,10,"Winter","No Holiday","Yes",184,-10.5,45,3.3,18550,-20.1,0.6,0,0,12,50,12,346,1,"Tuesday","Dec",4
"276",275,276,2017-12-12 11:00:00,2017-12-12,11,"Winter","No Holiday","Yes",201,-9.4,42,3.1,18150,-19.9,0.93,0,0,12,50,12,346,1,"Tuesday","Dec",4
"277",276,277,2017-12-12 12:00:00,2017-12-12,12,"Winter","No Holiday","Yes",228,-8.3,35,2.9,19670,-21,1.14,0,0,12,50,12,346,1,"Tuesday","Dec",4
"278",277,278,2017-12-12 13:00:00,2017-12-12,13,"Winter","No Holiday","Yes",225,-6.9,37,2.4,19550,-19.1,1.22,0,0,12,50,12,346,1,"Tuesday","Dec",4
"279",278,279,2017-12-12 14:00:00,2017-12-12,14,"Winter","No Holiday","Yes",258,-5.4,32,2,19300,-19.5,1.12,0,0,12,50,12,346,1,"Tuesday","Dec",4
"280",279,280,2017-12-12 15:00:00,2017-12-12,15,"Winter","No Holiday","Yes",250,-5.8,30,2.8,20000,-20.6,0.92,0,0,12,50,12,346,1,"Tuesday","Dec",4
"281",280,281,2017-12-12 16:00:00,2017-12-12,16,"Winter","No Holiday","Yes",248,-6,29,2.8,19830,-21.2,0.58,0,0,12,50,12,346,1,"Tuesday","Dec",4
"282",281,282,2017-12-12 17:00:00,2017-12-12,17,"Winter","No Holiday","Yes",305,-7,32,2.6,20000,-20.9,0.19,0,0,12,50,12,346,1,"Tuesday","Dec",4
"283",282,283,2017-12-12 18:00:00,2017-12-12,18,"Winter","No Holiday","Yes",529,-7.7,36,1,20000,-20.2,0,0,0,12,50,12,346,1,"Tuesday","Dec",4
"284",283,284,2017-12-12 19:00:00,2017-12-12,19,"Winter","No Holiday","Yes",350,-8.2,43,1.1,20000,-18.5,0,0,0,12,50,12,346,1,"Tuesday","Dec",4
"285",284,285,2017-12-12 20:00:00,2017-12-12,20,"Winter","No Holiday","Yes",260,-8.4,42,1,20000,-19,0,0,0,12,50,12,346,1,"Tuesday","Dec",4
"286",285,286,2017-12-12 21:00:00,2017-12-12,21,"Winter","No Holiday","Yes",270,-8.8,43,1.4,19990,-19.1,0,0,0,12,50,12,346,1,"Tuesday","Dec",4
"287",286,287,2017-12-12 22:00:00,2017-12-12,22,"Winter","No Holiday","Yes",256,-9,45,1.3,19990,-18.7,0,0,0,12,50,12,346,1,"Tuesday","Dec",4
"288",287,288,2017-12-12 23:00:00,2017-12-12,23,"Winter","No Holiday","Yes",173,-9.3,47,2.1,20000,-18.5,0,0,0,12,50,12,346,1,"Tuesday","Dec",4
"289",288,289,2017-12-13 00:00:00,2017-12-13,0,"Winter","No Holiday","Yes",168,-9.5,48,1.3,19960,-18.4,0,0,0,12,50,13,347,2,"Wednesday","Dec",4
"290",289,290,2017-12-13 01:00:00,2017-12-13,1,"Winter","No Holiday","Yes",183,-10.2,52,1.6,19970,-18.2,0,0,0,12,50,13,347,2,"Wednesday","Dec",4
"291",290,291,2017-12-13 02:00:00,2017-12-13,2,"Winter","No Holiday","Yes",120,-10.4,53,1.8,19490,-18.1,0,0,0,12,50,13,347,2,"Wednesday","Dec",4
"292",291,292,2017-12-13 03:00:00,2017-12-13,3,"Winter","No Holiday","Yes",79,-10.9,55,1.8,19130,-18.1,0,0,0,12,50,13,347,2,"Wednesday","Dec",4
"293",292,293,2017-12-13 04:00:00,2017-12-13,4,"Winter","No Holiday","Yes",41,-11.4,58,1.3,19070,-18,0,0,0,12,50,13,347,2,"Wednesday","Dec",4
"294",293,294,2017-12-13 05:00:00,2017-12-13,5,"Winter","No Holiday","Yes",68,-11.5,58,1.1,19230,-18.1,0,0,0,12,50,13,347,2,"Wednesday","Dec",4
"295",294,295,2017-12-13 06:00:00,2017-12-13,6,"Winter","No Holiday","Yes",109,-11.9,57,1.1,19740,-18.7,0,0,0,12,50,13,347,2,"Wednesday","Dec",4
"296",295,296,2017-12-13 07:00:00,2017-12-13,7,"Winter","No Holiday","Yes",310,-11.7,53,1.6,19980,-19.3,0,0,0,12,50,13,347,2,"Wednesday","Dec",4
"297",296,297,2017-12-13 08:00:00,2017-12-13,8,"Winter","No Holiday","Yes",591,-11.4,47,3.3,20000,-20.4,0,0,0,12,50,13,347,2,"Wednesday","Dec",4
"298",297,298,2017-12-13 09:00:00,2017-12-13,9,"Winter","No Holiday","Yes",340,-11.1,46,3.4,19810,-20.4,0.1,0,0,12,50,13,347,2,"Wednesday","Dec",4
