"","hour","rent_count","temperature","humidity","wind_speed","visibility","solar_radiation","rainfall","snowfall"
"515",10,248,1.4,64,1,8970,0.25,0,5
"516",11,278,3.1,57,0.8,8040,0.63,0,0
"517",12,301,4.5,56,0.8,8360,0.71,0,0
"518",13,320,5.4,55,1.2,8200,0.66,0,0
"519",14,326,5.9,55,0.6,7790,0.48,0,0
"520",15,386,6.5,55,0.9,8010,0.38,0,0
"521",16,416,6,58,0.7,7320,0.19,0,0
"522",17,477,5.4,61,1.3,6910,0.08,0,0
"523",18,671,4.9,63,0.6,6770,0,0,0
"524",19,481,5.2,64,0.7,6910,0,0,0
"525",20,323,5.9,67,1.3,7790,0,0,0
"526",21,309,6.1,70,2.2,7630,0,0,0
"527",22,314,6.1,70,2.7,8060,0,0,0
"528",23,249,5.8,74,2.5,8320,0,0,0
"529",0,282,5.8,75,1.9,7880,0,0,0
"530",1,337,5.7,75,1.7,7060,0,0,0
"531",2,312,5.6,76,1.6,6410,0,0,0
"532",3,230,5.4,77,1.6,5830,0,0,0
"533",4,120,5.3,79,0.9,5060,0,0,0
"534",5,59,5,81,1.2,4250,0,0,0
"535",6,63,5.1,81,1.3,3750,0,0,0
"536",7,99,5.1,82,0.7,3340,0,0,0
"537",8,188,5.1,83,0.9,2970,0,0,0
"538",9,239,5.2,84,0.7,2260,0.03,0,0
"539",10,235,5.4,82,1.2,2150,0.13,0,0
"540",11,282,5.7,81,1.1,1920,0.18,0,0
"541",12,325,7,72,1.9,2460,0.64,0,0
"542",13,423,7.7,68,1,2490,0.58,0,0
"543",14,405,8.6,63,1.6,2630,0.72,0,0
"544",15,443,8.6,64,1.5,2690,0.57,0,0
"545",16,473,8.2,64,1,2810,0.32,0,0
"546",17,453,7.7,67,0.9,2640,0.11,0,0
"547",18,340,6.6,73,0.4,2290,0,0,0
"548",19,260,6,76,1.1,2190,0,0,0
"549",20,258,5.9,75,1.5,2220,0,0,0
"550",21,279,5.6,77,0.9,2120,0,0,0
"551",22,282,5.3,79,0.6,2000,0,0,0
"552",23,237,5.5,80,0.6,1850,0,0,0
"553",0,266,5.6,78,0.6,1960,0,0,0
"554",1,251,5.6,78,0.5,1970,0,0,0
"555",2,196,5.4,80,0.9,1900,0,0,0
"556",3,149,5.2,82,0.8,1900,0,0,0
"557",4,79,5.2,82,0.7,1890,0,0,0
"558",5,44,5.1,82,0.6,1850,0,0,0
"559",6,12,4.9,84,1.3,1590,0,0.1,0
"560",7,3,4.7,89,1.1,1000,0,0,0
"561",8,4,4.6,91,1.7,950,0,0,0
"562",9,3,4.6,94,0.9,900,0,6.4,0
"563",10,4,4.8,96,0.6,870,0.04,0,0
"564",11,9,4.6,95,0.8,1560,0.05,0,0
"565",12,4,4.1,91,0.8,4040,0.07,9.5,0
"566",13,7,3.7,90,0.7,7440,0.15,0,0
"567",14,28,3.3,90,2.5,5610,0.19,0,0
"568",15,38,2.9,90,2,3800,0.08,3.5,0
"569",16,54,2.3,91,3.3,2700,0.07,0,0
"570",17,104,2.2,86,2.6,6050,0.04,0,0
"571",18,128,1.9,82,4.3,6990,0.01,0.5,0
"572",19,132,1.1,68,4.4,6950,0,0,0
"573",20,116,0.6,67,3.3,5060,0,0,0
"574",21,145,0.4,69,3.5,4770,0,0,0
"575",22,110,0.2,69,2.7,5650,0,0,0
"576",23,128,0,63,3.2,8840,0,0,0
"577",0,160,-0.6,64,2.4,10100,0,0,0
"578",1,132,-1.2,57,4.3,14290,0,0,0
"579",2,115,-1.8,53,4.1,18250,0,0,0
"580",3,100,-2.3,52,3.4,19470,0,0,0
"581",4,72,-3,51,3.2,20000,0,0,0
"582",5,32,-3.7,51,2.6,20000,0,0,0
"583",6,59,-4.1,50,3,20000,0,0,0
"584",7,61,-4.6,46,2.8,20000,0,0,0
"585",8,94,-4.9,44,3,20000,0,0,0
"586",9,107,-4.6,40,3.5,20000,0.18,0,0
"587",10,133,-3.7,35,3.7,19370,0.57,0,0
"588",11,179,-2.8,35,2.9,19840,0.87,0,0
"589",12,221,-1.6,33,2.5,18740,1.18,0,0
"590",13,244,-1.5,33,3.8,20000,1.18,0,0
"591",14,274,-0.4,31,2,20000,1.1,0,0
"592",15,319,0.4,28,2.5,20000,0.9,0,0
"593",16,272,0.4,27,2,20000,0.58,0,0
"594",17,260,-0.7,29,2,20000,0.21,0,0
"595",18,237,-1.6,33,2,20000,0,0,0
"596",19,184,-1.8,41,2.1,20000,0,0,0
"597",20,181,-2.1,49,1.7,20000,0,0,0
"598",21,185,-1.7,51,1.7,20000,0,0,0
"599",22,176,-1.3,53,1.7,20000,0,0,0
"600",23,169,-1,55,1.9,20000,0,0,0
"601",0,178,-1.4,58,1,18800,0,0,0
"602",1,127,-1.5,62,1.3,20000,0,0,0
"603",2,85,-2.1,69,1,19950,0,0,0
"604",3,72,-2.6,70,1,19920,0,0,0
"605",4,49,-2.6,72,1.4,19290,0,0,0
"606",5,65,-2.9,77,0.8,18330,0,0,0
"607",6,120,-2.8,73,0.7,19060,0,0,0
"608",7,296,-2.9,73,1.9,19110,0,0,0
"609",8,578,-2.7,68,2.2,19190,0,0,0
"610",9,293,-2.8,52,2.9,18950,0.16,0,0
"611",10,180,-2.2,36,4.1,19300,0.53,0,0
"612",11,250,-2.1,28,4.9,18870,0.87,0,0
"613",12,262,-1.3,23,4,20000,1.09,0,0
"614",13,262,-2,15,4.7,19700,1.18,0,0
"615",14,271,-1.6,20,4.3,20000,1.11,0,0
"616",15,246,-1.9,17,5,20000,0.93,0,0
"617",16,282,-1.9,17,3.3,20000,0.61,0,0
"618",17,350,-3.6,20,3.7,20000,0.23,0,0
"619",18,481,-4.7,23,3.4,20000,0.01,0,0
"620",19,317,-5.4,27,3,20000,0,0,0
"621",20,252,-6.1,32,4.7,20000,0,0,0
"622",21,220,-6.6,39,3.2,20000,0,0,0
"623",22,213,-7.2,38,3.1,20000,0,0,0
"624",23,156,-7.5,37,3.1,20000,0,0,0
"625",0,133,-7.9,37,2.2,20000,0,0,0
"626",1,142,-8.2,39,1.8,20000,0,0,0
"627",2,93,-8.6,37,1.5,20000,0,0,0
"628",3,81,-9.1,37,1,20000,0,0,0
"629",4,55,-9.1,33,2.3,20000,0,0,0
"630",5,66,-9.4,36,1.9,20000,0,0,0
"631",6,105,-9.8,37,1.7,20000,0,0,0
"632",7,262,-10.1,38,2.3,20000,0,0,0
"633",8,502,-10.2,35,1.8,20000,0,0,0
"634",9,279,-9.8,33,2,19970,0.17,0,0
"635",10,146,-8.5,29,2.4,19920,0.56,0,0
"636",11,213,-6.8,28,2.1,19860,0.88,0,0
"637",12,230,-5.5,21,2.1,19410,1.08,0,0
"638",13,258,-4.7,18,3.7,20000,1.16,0,0
"639",14,231,-4,18,2.4,20000,1.09,0,0
"640",15,228,-3.1,16,2.2,20000,0.9,0,0
"641",16,269,-3.2,23,2.7,20000,0.57,0,0
"642",17,314,-4.2,26,2.2,20000,0.2,0,0
"643",18,466,-5.2,32,2.2,20000,0,0,0
"644",19,315,-5.5,31,2.1,20000,0,0,0
"645",20,262,-5.9,34,0.9,20000,0,0,0
"646",21,242,-6.4,34,1.2,20000,0,0,0
"647",22,243,-6.4,36,1.3,20000,0,0,0
"648",23,216,-6.3,39,0.9,20000,0,0,0
"649",0,164,-6.5,41,1.7,20000,0,0,0
"650",1,169,-6.6,39,1.4,20000,0,0,0
"651",2,163,-6.6,34,1.8,20000,0,0,0
"652",3,86,-6,32,2.5,20000,0,0,0
"653",4,50,-5.8,32,1.6,20000,0,0,0
"654",5,61,-5.7,28,1.2,20000,0,0,0
"655",6,103,-5.5,24,0.5,20000,0,0,0
"656",7,257,-5,31,0.5,20000,0,0,0
"657",8,554,-4.7,30,0.6,20000,0,0,0
"658",9,326,-4.3,38,0.7,18770,0.04,0,0
"659",10,225,-3.4,33,1.3,18630,0.33,0,0
"660",11,288,-2.1,34,1,18680,0.65,0,0
"661",12,286,-0.8,38,1,16860,0.75,0,0
"662",13,301,0.8,46,1.4,15980,0.8,0,0
"663",14,311,0.8,55,1.8,11320,0.59,0,0
"664",15,303,0.4,57,2.4,11790,0.36,0,0
"665",16,390,0.3,57,2.3,12040,0.19,0,0
"666",17,407,0.2,58,2,11590,0.08,0,0
"667",18,552,-0.6,62,1.6,11290,0,0,0
"668",19,402,-0.4,62,0.9,11030,0,0,0
"669",20,319,-0.3,62,1.3,10400,0,0,0
"670",21,332,-0.2,62,0.6,9860,0,0,0
"671",22,285,0,63,1.3,9680,0,0,0
"672",23,260,0.1,63,1.1,10030,0,0,0
"673",0,233,0.2,63,0.7,9250,0,0,0
"674",1,269,0.3,63,0.7,7600,0,0,0
"675",2,210,0.5,63,1,6910,0,0,0
"676",3,135,0.6,64,0.4,7310,0,0,0
"677",4,85,0.6,65,0.4,7120,0,0,0
"678",5,67,0.7,66,0.7,6870,0,0,0
"679",6,128,0.8,68,0.6,6730,0,0,0
"680",7,289,0.9,67,0.6,6580,0,0,0
"681",8,636,1,68,0.6,6240,0,0,0
"682",9,353,1.2,67,0.2,5910,0.06,0,0
"683",10,252,1.9,65,0.3,5620,0.17,0,0
"684",11,317,3.1,62,1.1,5170,0.29,0,0
"685",12,363,4.3,62,1.6,4720,0.52,0,0
"686",13,370,5.2,58,2.5,4350,0.81,0,0
"687",14,419,5.7,54,3.5,4180,0.83,0,0
"688",15,426,5.7,53,2.7,4080,0.65,0,0
"689",16,504,5.4,56,2.2,3960,0.39,0,0
"690",17,534,4.5,59,1.6,3840,0.14,0,0
"691",18,574,3.6,62,1.4,3890,0.01,0,0
"692",19,395,2.7,68,1.2,3480,0,0,0
"693",20,292,1.7,73,0.5,3320,0,0,0
"694",21,282,1,77,1.5,2970,0,0,0
"695",22,294,0.8,77,1.4,2930,0,0,0
"696",23,236,0.3,80,0.8,2640,0,0,0
"697",0,240,-0.4,83,1.2,2470,0,0,0
"698",1,234,-0.5,83,0.7,2440,0,0,0
"699",2,192,-0.9,84,0.6,2300,0,0,0
"700",3,127,-1.1,83,0.8,2370,0,0,0
"701",4,86,-1.1,83,0.7,2420,0,0,0
"702",5,52,-1.2,81,0.8,2580,0,0,0
"703",6,62,-1.1,81,1,2530,0,0,0
"704",7,88,-0.7,79,0.7,2590,0,0,0
"705",8,162,-0.4,78,0.5,2490,0,0,0
"706",9,224,0.2,76,1.3,2490,0.03,0,0
"707",10,208,0.8,73,0.5,2480,0.15,0,0
"708",11,237,2,69,1,2570,0.32,0,0
"709",12,274,3.2,64,0.8,2580,0.47,0,0
"710",13,333,4,62,1,2560,0.51,0,0
"711",14,356,4.3,60,1.2,2720,0.4,0,0
"712",15,337,4.3,61,0.7,2740,0.23,0,0
"713",16,345,4.1,63,0.7,2630,0.13,0,0
"714",17,183,3.8,64,0.9,2500,0.01,0,0
"715",18,45,3,84,1.7,1370,0,0.3,0
"716",19,40,2.3,89,0.6,960,0,0,0
"717",20,66,1.9,90,0.9,880,0,0,0
"718",21,64,1.8,92,1.1,1090,0,0.2,0
"719",22,30,1.8,92,1.2,940,0,0,0
"720",23,42,1.4,92,1.9,730,0,0,0
"721",0,43,0.9,95,1.8,630,0,0.2,2
"722",1,43,0.5,95,2.1,790,0,0,6
"723",2,65,0.4,95,1.7,1100,0,0,12
"724",3,65,0.3,91,2,1720,0,1,12
"725",4,32,-0.2,87,3.5,2460,0,0,12
"726",5,22,-0.8,85,2.8,3290,0,0,12
"727",6,25,-1.3,84,2.4,4250,0,0,12
"728",7,39,-1.8,86,1.7,3670,0,0,12
"729",8,84,-2.1,86,1.4,3540,0,0,12
"730",9,103,-1.9,82,1.6,4100,0.15,0,12
"731",10,110,-0.5,73,1.7,6090,0.53,0,11
"732",11,142,0.8,62,2.8,8010,0.88,0,11
"733",12,209,1.4,47,4.5,13880,1.1,0,10
"734",13,267,2.5,36,3.7,15780,1.15,0,7
"735",14,262,3,28,3.8,19560,1.1,0,0
"736",15,300,3.1,25,3.9,20000,0.9,0,0
"737",16,272,2.7,26,2.7,20000,0.59,0,0
"738",17,240,1.7,30,2.9,20000,0.22,0,0
"739",18,215,0.7,31,2.3,20000,0.01,0,0
"740",19,163,0,31,2.2,20000,0,0,0
"741",20,161,-1,32,0.9,20000,0,0,0
"742",21,179,-1.6,35,1,20000,0,0,0
"743",22,155,-2.1,36,1.7,20000,0,0,0
"744",23,227,-2.6,40,0.6,20000,0,0,0
"745",0,206,-3.2,40,0.5,13580,0,0,0
"746",1,230,-3.3,41,0.7,20000,0,0,0
"747",2,178,-3.7,42,0.9,20000,0,0,0
"748",3,119,-4,44,1,20000,0,0,0
"749",4,62,-4.2,53,1.1,19940,0,0,0
"750",5,61,-4.4,54,0.8,17860,0,0,0
"751",6,65,-4.5,51,1.1,20000,0,0,0
"752",7,81,-4.7,56,1.1,20000,0,0,0
"753",8,89,-5,55,1,20000,0,0,0
"754",9,121,-4.3,39,0.7,19730,0.15,0,0
"755",10,139,-1.6,32,0.8,17660,0.53,0,0
"756",11,169,0.1,27,2.2,18740,0.84,0,0
"757",12,225,1.5,20,2.8,19920,1.03,0,0
"758",13,248,2.4,22,2.3,19210,1.1,0,0
"759",14,298,3.7,24,2.1,19060,1.01,0,0
"760",15,344,3,27,2.9,17150,0.78,0,0
"761",16,310,3,28,2.5,18640,0.51,0,0
"762",17,271,1.8,33,3.3,19130,0.18,0,0
"763",18,218,0.8,34,1.9,18870,0.01,0,0
"764",19,125,-0.1,39,1.3,19110,0,0,0
"765",20,206,-0.3,40,1.2,19360,0,0,0
"766",21,203,-0.9,44,1.2,18710,0,0,0
"767",22,168,-1.3,48,0.8,19270,0,0,0
"768",23,154,-1.6,51,0.7,18820,0,0,0
"769",0,148,-1.8,54,1.1,17720,0,0,0
"770",1,108,-2.1,56,0.8,17320,0,0,0
"771",2,69,-2.3,62,0.9,15600,0,0,0
"772",3,41,-2.5,62,0.4,16260,0,0,0
"773",4,31,-2.7,67,0.5,13020,0,0,0
"774",5,58,-3.1,67,0.6,13840,0,0,0
"775",6,139,-3.2,67,0.4,14090,0,0,0
"776",7,344,-3.2,69,0.5,12490,0,0,0
"777",8,655,-3.4,71,0.8,11790,0,0,0
"778",9,315,-3.1,66,0.2,11680,0.12,0,0
"779",10,208,-1.4,50,1.9,13550,0.38,0,0
"780",11,269,-0.4,40,2.3,16330,0.66,0,0
"781",12,293,0.9,29,1.9,17610,0.88,0,0
"782",13,273,1.5,23,3.6,19700,0.95,0,0
"783",14,302,1.7,20,4.4,19950,0.91,0,0
"784",15,295,1.5,22,3,19980,0.76,0,0
"785",16,320,1.3,23,2.9,20000,0.51,0,0
"786",17,373,0.3,27,2.6,20000,0.18,0,0
"787",18,675,-0.8,24,2.3,20000,0.01,0,0
"788",19,403,-1.3,28,2.4,20000,0,0,0
"789",20,364,-1.9,26,2.2,20000,0,0,0
"790",21,304,-2.6,28,2,20000,0,0,0
"791",22,273,-3.4,33,2.4,20000,0,0,0
"792",23,186,-3.8,35,2.3,20000,0,0,0
"793",0,160,-4.3,38,1.4,20000,0,0,0
"794",1,130,-5,42,1.2,19930,0,0,0
"795",2,110,-5.5,43,2,20000,0,0,0
"796",3,67,-6.1,45,1.3,19990,0,0,0
"797",4,43,-6.1,45,2.3,20000,0,0,0
"798",5,67,-6.4,47,2.4,19810,0,0,0
"799",6,137,-6.7,48,2.4,19910,0,0,0
"800",7,308,-6.9,48,2.4,19740,0,0,0
"801",8,670,-7,49,1.5,19710,0,0,0
"802",9,342,-6.8,44,1.7,18580,0.16,0,0
"803",10,213,-5.6,38,2.9,17520,0.55,0,0
"804",11,267,-4.5,36,3.2,17360,0.77,0,0
"805",12,297,-3.4,32,3.1,17060,1.02,0,0
"806",13,279,-2.2,31,2.3,19100,1.13,0,0
"807",14,270,-1.5,30,2.8,19030,1.1,0,0
"808",15,286,-1.1,29,2.8,19760,0.96,0,0
"809",16,299,-0.4,30,2,20000,0.62,0,0
"810",17,382,-1.9,35,1.8,20000,0.25,0,0
"811",18,637,-3.1,39,2.1,20000,0,0,0
"812",19,431,-3.7,41,2,20000,0,0,0
"813",20,294,-3.9,44,2.5,20000,0,0,0
"814",21,335,-4.3,47,2.8,19970,0,0,0
"815",22,291,-5.2,53,1.3,19690,0,0,0
"816",23,197,-5.9,54,0.8,19680,0,0,0
"817",0,159,-6.3,54,1.4,19900,0,0,0
"818",1,150,-6.9,56,2.3,19940,0,0,0
"819",2,123,-7.3,57,2,19780,0,0,0
"820",3,57,-7.4,54,1.7,19680,0,0,0
"821",4,38,-7.5,55,1.3,19840,0,0,0
"822",5,66,-7.6,49,1.3,20000,0,0,0
"823",6,120,-7.6,47,2.3,20000,0,0,0
"824",7,302,-8.1,51,0.5,19870,0,0,0
"825",8,646,-8.6,55,0.6,19840,0,0,0
"826",9,340,-7.9,48,1.2,19260,0.14,0,0
"827",10,197,-6.4,43,1,18720,0.43,0,0
"828",11,264,-4.4,40,0.8,16710,0.69,0,0
"829",12,290,-2.9,33,0.9,18130,0.92,0,0
"830",13,284,-2,32,1,18640,0.91,0,0
"831",14,262,-0.8,32,1.4,18460,0.78,0,0
"832",15,281,-1.2,31,0.8,17320,0.47,0,0
"833",16,309,-1.4,34,1.8,17190,0.3,0,0
"834",17,397,-2.1,37,1.4,15910,0.09,0,0
"835",18,603,-2.6,38,1.4,16040,0,0,0
"836",19,417,-2.7,39,1.4,16160,0,0,0
"837",20,311,-2.8,39,1.7,17020,0,0,0
"838",21,310,-3.1,41,2,17420,0,0,0
"839",22,306,-3.6,46,1.3,16890,0,0,0
"840",23,221,-4,48,1.5,15360,0,0,0
"841",0,202,-4.7,52,1.8,16110,0,0,0
"842",1,170,-5.1,51,1.5,15500,0,0,0
"843",2,118,-5.3,52,1.6,14810,0,0,0
"844",3,67,-5.5,56,1.1,14530,0,0,0
"845",4,47,-5.1,55,1.7,12660,0,0,0
"846",5,75,-5.1,55,1.5,14520,0,0,0
"847",6,123,-5.1,54,1.3,13460,0,0,0
"848",7,327,-5.3,53,1.1,13000,0,0,0
"849",8,665,-5.3,51,1,13190,0,0,0
"850",9,354,-4.7,49,1.2,15500,0.12,0,0
"851",10,232,-3.3,50,1.3,14070,0.4,0,0
"852",11,308,-0.7,45,1.5,14290,0.76,0,0
"853",12,362,-0.3,45,2.2,10660,1.01,0,0
"854",13,312,0.9,43,2,11120,0.98,0,0
"855",14,343,1.4,41,2,10030,0.99,0,0
"856",15,333,1.5,34,2.8,17760,0.84,0,0
"857",16,329,1,34,2.9,20000,0.61,0,0
"858",17,446,-0.6,45,3.3,18270,0.24,0,0
"859",18,635,-1.8,44,2.2,17090,0.01,0,0
"860",19,443,-2.5,49,0.6,14360,0,0,0
"861",20,322,-3.4,51,1.1,13910,0,0,0
"862",21,284,-3.5,53,0.9,13530,0,0,0
"863",22,281,-3.8,53,1.3,13000,0,0,0
"864",23,189,-3.6,50,1.9,12840,0,0,0
"865",0,184,-4.3,52,1.6,12470,0,0,0
"866",1,222,-4.8,54,1.2,12190,0,0,0
"867",2,176,-5.5,56,1.4,12850,0,0,0
"868",3,103,-5.6,56,1,13670,0,0,0
"869",4,61,-5.9,61,1.1,12600,0,0,0
"870",5,48,-6.1,64,1,12310,0,0,0
"871",6,69,-6.5,67,0.7,11750,0,0,0
"872",7,105,-6.6,65,1,13200,0,0,0
"873",8,186,-6.5,62,1.1,15030,0,0,0
"874",9,221,-5.8,49,1.4,17280,0.16,0,0
"875",10,204,-3.5,39,2,19460,0.54,0,0
"876",11,245,-1.6,35,2.1,18120,0.87,0,0
"877",12,283,0,35,2.3,16720,1.07,0,0
"878",13,356,0.9,28,2.4,18950,1.18,0,0
"879",14,370,1.8,29,2,16930,1.14,0,0
"880",15,373,2.3,27,2.2,18770,0.92,0,0
"881",16,352,2.7,27,2.2,18110,0.64,0,0
"882",17,354,1.1,31,1.7,19890,0.26,0,0
"883",18,271,-0.6,37,1.6,17970,0.01,0,0
"884",19,207,-1.2,37,1.2,16630,0,0,0
"885",20,189,-2.1,41,1.1,15780,0,0,0
"886",21,214,-2.5,47,0.8,14950,0,0,0
"887",22,218,-2.6,47,1.6,14920,0,0,0
"888",23,169,-3.2,50,0.8,14290,0,0,0
"889",0,192,-3.8,48,0.7,15740,0,0,0
"890",1,162,-3.9,51,0.2,15350,0,0,0
"891",2,128,-4.4,53,0.3,15940,0,0,0
"892",3,102,-4.8,56,0.6,15050,0,0,0
"893",4,62,-5.1,60,0.7,13770,0,0,0
"894",5,40,-5.6,58,0.7,13500,0,0,0
"895",6,38,-5.5,52,0.7,15030,0,0,0
"896",7,60,-5.6,58,0.9,13680,0,0,0
"897",8,122,-5.3,53,1.1,14110,0,0,0
"898",9,143,-3.8,49,1.6,13710,0.18,0,0
"899",10,179,-1.8,40,1.8,15550,0.48,0,0
"900",11,214,0.5,35,1.4,15580,0.75,0,0
"901",12,278,1.1,34,0.9,14550,0.6,0,0
"902",13,265,1.4,34,0.8,13940,0.5,0,0
"903",14,331,1.9,32,0.7,13680,0.41,0,0
"904",15,368,2.7,31,0.9,16030,0.43,0,0
"905",16,333,2.6,32,1,13810,0.27,0,0
"906",17,349,2.3,33,0.2,15150,0.13,0,0
"907",18,270,1.8,34,1.2,15180,0,0,0
"908",19,246,1.6,35,1,14190,0,0,0
"909",20,233,1.3,38,0.4,13860,0,0,0
"910",21,236,1.2,39,0.6,13780,0,0,0
"911",22,214,1.1,40,0.5,13050,0,0,0
"912",23,149,1.1,39,0.6,14220,0,0,0
"913",0,149,0.9,42,1.1,12710,0,0,0
"914",1,109,0.9,42,0.2,13330,0,0,0
"915",2,77,0.8,42,0.5,12750,0,0,0
"916",3,53,0.9,43,0.4,12610,0,0,0
"917",4,46,1,43,0.8,12530,0,0,0
"918",5,67,0.8,42,1,13940,0,0,0
"919",6,159,0.8,45,0.7,12680,0,0,0
"920",7,374,0.7,44,0.8,13570,0,0,0
"921",8,701,0.7,45,0.7,13390,0,0,0
"922",9,387,0.8,47,0.9,10700,0.05,0,0
"923",10,253,1.3,43,0.8,9710,0.16,0,0
"924",11,278,1.7,37,0.6,10620,0.23,0,0
"925",12,356,2.7,33,2.7,12810,0.6,0,0
"926",13,303,3,32,1.6,15180,0.38,0,0
"927",14,349,3.4,31,1.4,12670,0.36,0,0
"928",15,318,3.9,33,1.8,12930,0.39,0,0
"929",16,353,3.5,36,1.7,17020,0.16,0,0
"930",17,385,2.7,50,2.8,19570,0.06,0,0
"931",18,316,1.5,70,2.5,6380,0,0,0
"932",19,127,0.9,88,1.6,2900,0,0,5
"933",20,144,1,89,1.9,4070,0,0,10
"934",21,146,0.7,77,6.7,6920,0,0.9,10
"935",22,149,0.1,68,4.6,7400,0,0,10
"936",23,112,-0.6,62,4.2,9360,0,0,10
"937",0,100,-1.2,67,4.6,9830,0,0,10
"938",1,107,-1.9,69,5,7910,0,0,10
"939",2,75,-2.9,66,3.3,15150,0,0,10
"940",3,52,-3.4,67,3.2,14200,0,0,9
"941",4,38,-4.3,59,4.4,14510,0,0,9
"942",5,52,-5.1,48,3.2,18210,0,0,9
"943",6,126,-5.6,52,3.7,17850,0,0,9
"944",7,245,-5.9,57,3.1,16860,0,0,8
"945",8,554,-6,64,3.2,13840,0,0,7
"946",9,320,-6,61,2.5,15470,0.13,0,6
"947",10,190,-4.8,57,3,15590,0.47,0,5
"948",11,247,-3.9,51,4.5,17460,0.73,0,5
"949",12,262,-2.7,45,2.4,17070,1.05,0,4
"950",13,265,-2.6,45,4,16630,1.11,0,3
"951",14,265,-1.8,45,3.7,19220,1.06,0,2
"952",15,257,-2.4,51,4.6,14580,0.46,0,0
"953",16,262,-2.4,56,3.3,15410,0.35,0,0
"954",17,332,-2.9,66,3.6,7430,0.23,0,0
"955",18,558,-3.8,58,1.7,19960,0.01,0,0
"956",19,364,-4.5,57,0.6,20000,0,0,0
"957",20,302,-4.9,59,0.6,19920,0,0,0
"958",21,281,-4.8,59,0.9,20000,0,0,0
"959",22,166,-4.2,67,1.6,5030,0,0,0
"960",23,80,-4.9,80,0.7,6900,0,0,2
"961",0,61,-5.2,82,0.8,1520,0,0.5,5
"962",1,78,-5.6,75,1.7,19820,0,0,8
"963",2,63,-5.7,72,1.2,19250,0,0,8
"964",3,40,-6.1,70,1.1,20000,0,0.3,8
"965",4,31,-6.6,72,2.2,20000,0,0,8
"966",5,39,-7.3,75,1.6,20000,0,0,8
"967",6,84,-7.7,74,1.1,20000,0,0,8
"968",7,158,-8,70,1.8,20000,0,0,7
"969",8,387,-7.9,67,2.6,18960,0,0,7
"970",9,225,-7.7,62,3.6,16370,0.13,0,7
"971",10,150,-6.9,53,3.2,15760,0.52,0,6
"972",11,168,-6.4,49,4.5,17590,0.86,0,5
"973",12,217,-5.6,44,4.5,18300,1.1,0,5
"974",13,207,-5.1,43,4.7,19010,1.18,0,4
"975",14,177,-5.3,37,5.3,20000,1.05,0,3
"976",15,193,-5.3,33,4.8,20000,0.99,0,3
"977",16,196,-5.4,30,3.9,20000,0.69,0,2
"978",17,266,-6.5,34,4,20000,0.31,0,0
"979",18,437,-7.8,32,4.5,20000,0.02,0,0
"980",19,259,-8.5,35,2.9,20000,0,0,0
"981",20,207,-8.9,41,2.3,20000,0,0,0
"982",21,214,-9.4,47,2,20000,0,0,0
"983",22,165,-9.7,51,2.8,20000,0,0,0
"984",23,139,-10.2,53,3.3,19970,0,0,0
"985",0,98,-10.3,54,2.4,19880,0,0,0
"986",1,100,-10.6,55,2.9,19870,0,0,0
"987",2,89,-10.9,57,2.7,19000,0,0,0
"988",3,38,-11.2,59,2.9,18720,0,0,0
"989",4,33,-11.5,57,2.3,18990,0,0,0
"990",5,42,-11.9,61,1.8,17590,0,0,0
"991",6,82,-12,61,2.3,17090,0,0,0
"992",7,203,-12.3,59,2.3,17380,0,0,0
"993",8,443,-12.6,61,1.6,16100,0,0,0
"994",9,227,-12,53,2.6,17810,0.16,0,0
"995",10,152,-11.1,46,3.7,16380,0.48,0,0
"996",11,146,-10.2,41,3.5,16290,0.84,0,0
"997",12,187,-8.6,40,2.6,17000,1.11,0,0
"998",13,178,-8.6,41,3.4,15930,1.2,0,0
"999",14,187,-7.4,38,3.3,17180,1.15,0,0
"1000",15,181,-8.3,42,3.8,17450,0.93,0,0
"1001",16,179,-8.2,39,2.8,18070,0.63,0,0
"1002",17,219,-9.3,43,2.8,19000,0.28,0,0
"1003",18,352,-10.4,43,2.3,19850,0.02,0,0
"1004",19,251,-10.9,44,3,20000,0,0,0
"1005",20,177,-11.6,49,1.8,19530,0,0,0
"1006",21,162,-12.4,51,2.2,19920,0,0,0
"1007",22,172,-12.9,52,2.8,20000,0,0,0
"1008",23,119,-13.2,51,1.5,19720,0,0,0
"1009",0,105,-13.6,49,1.6,20000,0,0,0
"1010",1,99,-13.7,47,3,20000,0,0,0
"1011",2,83,-13.8,43,2.6,20000,0,0,0
"1012",3,42,-14.1,45,1.8,20000,0,0,0
"1013",4,30,-14.3,45,2,20000,0,0,0
"1014",5,35,-14.6,45,1.1,20000,0,0,0
"1015",6,92,-14.9,45,2.3,20000,0,0,0
"1016",7,189,-15.1,45,0.9,20000,0,0,0
"1017",8,419,-15.1,44,1.2,20000,0,0,0
"1018",9,196,-14.9,40,1.2,19990,0.16,0,0
"1019",10,119,-13,37,2.2,19600,0.59,0,0
"1020",11,140,-11.2,31,2.4,19440,0.94,0,0
"1021",12,178,-9.6,27,2,19450,1.17,0,0
"1022",13,177,-8.2,29,2,19200,1.19,0,0
"1023",14,173,-7.2,28,2.3,19900,1.14,0,0
"1024",15,177,-6.5,26,2.4,19870,0.96,0,0
"1025",16,196,-5.8,21,1.1,20000,0.66,0,0
"1026",17,259,-6.5,22,1.5,20000,0.28,0,0
"1027",18,405,-7.5,28,2,20000,0.02,0,0
